id,name,city,state,latitude,longitude,categories,sub_categories,tags,cost_per_day,rating,description,visit_duration_hours,best_time_to_visit,photos,website_url,google_maps_url,opening_hours,entry_fee,is_active,nearby_attractions,facilities,created_at,updated_at
rj_pus_003,Savitri Temple,Pushkar,Rajasthan,26.4964,74.5347,"[""adventure""]",[],"[""tourism"", ""travel""]",100,4.1,"Savitri Temple is a popular adventure destination in Pushkar, Rajasthan.",1,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.057506,2026-01-23T14:14:17.057507
rj_pus_004,Pushkar Camel Fair,Pushkar,Rajasthan,26.4803,74.5598,"[""cultural""]",[],"[""tourism"", ""travel""]",200,4.1,"Pushkar Camel Fair is a popular cultural destination in Pushkar, Rajasthan.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.057523,2026-01-23T14:14:17.057524
rj_pus_005,Varaha Temple,Pushkar,Rajasthan,26.4976,74.535,"[""religious""]",[],"[""tourism"", ""travel""]",500,4.8,"Varaha Temple is a popular religious destination in Pushkar, Rajasthan.",2,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.057540,2026-01-23T14:14:17.057541
rj_pus_006,Pushkar Bazaar,Pushkar,Rajasthan,26.4939,74.5628,"[""shopping""]",[],"[""tourism"", ""travel""]",100,4.8,"Pushkar Bazaar is a popular shopping destination in Pushkar, Rajasthan.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.057556,2026-01-23T14:14:17.057557
mh_mum_003,Colaba Causeway,Mumbai,Maharashtra,19.0815,72.8514,"[""shopping""]",[],"[""tourism"", ""travel""]",200,4.7,"Colaba Causeway is a popular shopping destination in Mumbai, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.057607,2026-01-23T14:14:17.057608
mh_mum_005,Juhu Beach,Mumbai,Maharashtra,19.0596,72.8797,"[""beach""]",[],"[""tourism"", ""travel""]",500,4.7,"Juhu Beach is a popular beach destination in Mumbai, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.057641,2026-01-23T14:14:17.057642
mh_mum_006,Siddhivinayak Temple,Mumbai,Maharashtra,19.0553,72.864,"[""religious""]",[],"[""tourism"", ""travel""]",100,4.1,"Siddhivinayak Temple is a popular religious destination in Mumbai, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.057659,2026-01-23T14:14:17.057660
mh_mum_007,Haji Ali Dargah,Mumbai,Maharashtra,19.0616,72.8635,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.6,"Haji Ali Dargah is a popular religious destination in Mumbai, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.057676,2026-01-23T14:14:17.057677
mh_mum_008,Chhatrapati Shivaji Terminus,Mumbai,Maharashtra,19.0813,72.8548,"[""history""]",[],"[""tourism"", ""travel""]",1000,4.2,"Chhatrapati Shivaji Terminus is a popular history destination in Mumbai, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.057694,2026-01-23T14:14:17.057695
mh_mum_009,Bandra-Worli Sea Link,Mumbai,Maharashtra,19.081,72.882,"[""adventure""]",[],"[""tourism"", ""travel""]",50,4.2,"Bandra-Worli Sea Link is a popular adventure destination in Mumbai, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.057711,2026-01-23T14:14:17.057712
mh_mum_010,Kanheri Caves,Mumbai,Maharashtra,19.0645,72.8511,"[""history""]",[],"[""tourism"", ""travel""]",0,4.1,"Kanheri Caves is a popular history destination in Mumbai, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.057764,2026-01-23T14:14:17.057766
mh_mum_011,Sanjay Gandhi National Park,Mumbai,Maharashtra,19.0678,72.8514,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.7,"Sanjay Gandhi National Park is a popular nature destination in Mumbai, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.057782,2026-01-23T14:14:17.057783
mh_mum_012,Hanging Gardens,Mumbai,Maharashtra,19.0846,72.8646,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.1,"Hanging Gardens is a popular nature destination in Mumbai, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.057799,2026-01-23T14:14:17.057801
mh_mum_013,Crawford Market,Mumbai,Maharashtra,19.0741,72.8843,"[""shopping""]",[],"[""tourism"", ""travel""]",0,4.1,"Crawford Market is a popular shopping destination in Mumbai, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.057816,2026-01-23T14:14:17.057817
mh_mum_014,Fashion Street,Mumbai,Maharashtra,19.0886,72.8667,"[""shopping""]",[],"[""tourism"", ""travel""]",200,4.1,"Fashion Street is a popular shopping destination in Mumbai, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.057833,2026-01-23T14:14:17.057834
mh_mum_015,Chor Bazaar,Mumbai,Maharashtra,19.0836,72.8688,"[""shopping""]",[],"[""tourism"", ""travel""]",50,4.5,"Chor Bazaar is a popular shopping destination in Mumbai, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.057849,2026-01-23T14:14:17.057850
ga_goa_004,Vagator Beach,Goa,Goa,15.2848,74.1286,"[""beach""]",[],"[""tourism"", ""travel""]",1000,4.9,"Vagator Beach is a popular beach destination in Goa, Goa.",2,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.057918,2026-01-23T14:14:17.057919
ga_goa_006,Agonda Beach,Goa,Goa,15.2835,74.1315,"[""beach""]",[],"[""tourism"", ""travel""]",100,4.8,"Agonda Beach is a popular beach destination in Goa, Goa.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.057954,2026-01-23T14:14:17.057955
ga_goa_007,Basilica of Bom Jesus,Goa,Goa,15.2981,74.1358,"[""history""]",[],"[""tourism"", ""travel""]",50,4.7,"Basilica of Bom Jesus is a popular history destination in Goa, Goa.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.057972,2026-01-23T14:14:17.057973
ga_goa_008,Se Cathedral,Goa,Goa,15.2991,74.1128,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.3,"Se Cathedral is a popular religious destination in Goa, Goa.",1,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.057989,2026-01-23T14:14:17.057990
ga_goa_010,Chapora Fort,Goa,Goa,15.2968,74.1236,"[""history""]",[],"[""tourism"", ""travel""]",500,4.8,"Chapora Fort is a popular history destination in Goa, Goa.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058022,2026-01-23T14:14:17.058023
ga_goa_012,Dona Paula,Goa,Goa,15.2974,74.1316,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.8,"Dona Paula is a popular nature destination in Goa, Goa.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058057,2026-01-23T14:14:17.058058
ga_goa_013,Miramar Beach,Goa,Goa,15.3034,74.1015,"[""beach""]",[],"[""tourism"", ""travel""]",200,4.7,"Miramar Beach is a popular beach destination in Goa, Goa.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058073,2026-01-23T14:14:17.058075
ga_goa_014,Fontainhas,Goa,Goa,15.2808,74.1044,"[""cultural""]",[],"[""tourism"", ""travel""]",0,4.2,"Fontainhas is a popular cultural destination in Goa, Goa.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058090,2026-01-23T14:14:17.058091
ga_goa_015,Anjuna Flea Market,Goa,Goa,15.2902,74.1033,"[""shopping""]",[],"[""tourism"", ""travel""]",50,4.9,"Anjuna Flea Market is a popular shopping destination in Goa, Goa.",1,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058107,2026-01-23T14:14:17.058108
ga_goa_016,Tito's Lane,Goa,Goa,15.3079,74.115,"[""adventure""]",[],"[""tourism"", ""travel""]",200,4.8,"Tito's Lane is a popular adventure destination in Goa, Goa.",1,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058123,2026-01-23T14:14:17.058125
ga_goa_017,Casino Royale,Goa,Goa,15.3005,74.1366,"[""adventure""]",[],"[""tourism"", ""travel""]",500,4.5,"Casino Royale is a popular adventure destination in Goa, Goa.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058140,2026-01-23T14:14:17.058141
mh_aur_004,Daulatabad Fort,Aurangabad,Maharashtra,19.8656,75.3369,"[""history""]",[],"[""tourism"", ""travel""]",200,4.2,"Daulatabad Fort is a popular history destination in Aurangabad, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058208,2026-01-23T14:14:17.058209
mh_aur_005,Grishneshwar Temple,Aurangabad,Maharashtra,19.8813,75.3222,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.5,"Grishneshwar Temple is a popular religious destination in Aurangabad, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.058225,2026-01-23T14:14:17.058226
mh_aur_006,Aurangabad Caves,Aurangabad,Maharashtra,19.8551,75.3442,"[""history""]",[],"[""tourism"", ""travel""]",1000,4.8,"Aurangabad Caves is a popular history destination in Aurangabad, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.058245,2026-01-23T14:14:17.058246
mh_aur_007,Panchakki,Aurangabad,Maharashtra,19.8664,75.3574,"[""history""]",[],"[""tourism"", ""travel""]",100,4.8,"Panchakki is a popular history destination in Aurangabad, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058261,2026-01-23T14:14:17.058263
mh_nas_002,Sula Vineyards,Nasik,Maharashtra,19.9772,73.7855,"[""food""]",[],"[""tourism"", ""travel""]",50,4.5,"Sula Vineyards is a popular food destination in Nasik, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058297,2026-01-23T14:14:17.058298
mh_nas_003,Pandavleni Caves,Nasik,Maharashtra,19.9707,73.7806,"[""history""]",[],"[""tourism"", ""travel""]",0,4.5,"Pandavleni Caves is a popular history destination in Nasik, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058314,2026-01-23T14:14:17.058315
mh_nas_004,Muktidham,Nasik,Maharashtra,19.9806,73.7791,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.9,"Muktidham is a popular religious destination in Nasik, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.058330,2026-01-23T14:14:17.058332
mh_nas_005,Ramkund,Nasik,Maharashtra,19.9828,73.7853,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.1,"Ramkund is a popular religious destination in Nasik, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058347,2026-01-23T14:14:17.058349
mh_nas_006,Kalaram Temple,Nasik,Maharashtra,19.9793,73.7885,"[""religious""]",[],"[""tourism"", ""travel""]",200,4.6,"Kalaram Temple is a popular religious destination in Nasik, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058364,2026-01-23T14:14:17.058365
mh_nas_007,Sita Gufa,Nasik,Maharashtra,19.9844,73.7866,"[""religious""]",[],"[""tourism"", ""travel""]",50,4.2,"Sita Gufa is a popular religious destination in Nasik, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058384,2026-01-23T14:14:17.058385
mh_nas_008,Someshwar Waterfall,Nasik,Maharashtra,20.0099,73.7927,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.4,"Someshwar Waterfall is a popular nature destination in Nasik, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058400,2026-01-23T14:14:17.058402
mh_mah_001,Arthur's Seat,Mahabaleshwar,Maharashtra,17.9033,73.6501,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.7,"Arthur's Seat is a popular nature destination in Mahabaleshwar, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058418,2026-01-23T14:14:17.058419
mh_mah_002,Elephant's Head Point,Mahabaleshwar,Maharashtra,17.9051,73.6317,"[""nature""]",[],"[""tourism"", ""travel""]",200,4.7,"Elephant's Head Point is a popular nature destination in Mahabaleshwar, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058434,2026-01-23T14:14:17.058435
mh_mah_003,Venna Lake,Mahabaleshwar,Maharashtra,17.9345,73.6653,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.6,"Venna Lake is a popular nature destination in Mahabaleshwar, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058451,2026-01-23T14:14:17.058452
mh_mah_004,Mapro Garden,Mahabaleshwar,Maharashtra,17.9372,73.6322,"[""food""]",[],"[""tourism"", ""travel""]",500,4.2,"Mapro Garden is a popular food destination in Mahabaleshwar, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058468,2026-01-23T14:14:17.058469
mh_mah_005,Pratapgad Fort,Mahabaleshwar,Maharashtra,17.9291,73.6595,"[""history""]",[],"[""tourism"", ""travel""]",500,4.4,"Pratapgad Fort is a popular history destination in Mahabaleshwar, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.058484,2026-01-23T14:14:17.058485
mh_mah_006,Lingmala Waterfall,Mahabaleshwar,Maharashtra,17.9189,73.6646,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.3,"Lingmala Waterfall is a popular nature destination in Mahabaleshwar, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058502,2026-01-23T14:14:17.058503
mh_mah_007,Mahabaleshwar Temple,Mahabaleshwar,Maharashtra,17.9297,73.6484,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.1,"Mahabaleshwar Temple is a popular religious destination in Mahabaleshwar, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058522,2026-01-23T14:14:17.058523
mh_mah_008,Panch Ganga Temple,Mahabaleshwar,Maharashtra,17.9192,73.6628,"[""religious""]",[],"[""tourism"", ""travel""]",500,4.4,"Panch Ganga Temple is a popular religious destination in Mahabaleshwar, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058539,2026-01-23T14:14:17.058540
mh_lon_001,Tiger's Leap,Lonavala,Maharashtra,18.7355,73.3802,"[""adventure""]",[],"[""tourism"", ""travel""]",1000,4.0,"Tiger's Leap is a popular adventure destination in Lonavala, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058556,2026-01-23T14:14:17.058557
mh_lon_002,Bhushi Dam,Lonavala,Maharashtra,18.7347,73.4006,"[""nature""]",[],"[""tourism"", ""travel""]",50,4.9,"Bhushi Dam is a popular nature destination in Lonavala, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058573,2026-01-23T14:14:17.058574
mh_lon_003,Karla Caves,Lonavala,Maharashtra,18.7312,73.4105,"[""history""]",[],"[""tourism"", ""travel""]",50,4.2,"Karla Caves is a popular history destination in Lonavala, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058589,2026-01-23T14:14:17.058590
mh_lon_004,Bhaja Caves,Lonavala,Maharashtra,18.7482,73.404,"[""history""]",[],"[""tourism"", ""travel""]",0,4.7,"Bhaja Caves is a popular history destination in Lonavala, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058606,2026-01-23T14:14:17.058607
mh_lon_005,Lohagad Fort,Lonavala,Maharashtra,18.7568,73.3917,"[""history""]",[],"[""tourism"", ""travel""]",50,4.1,"Lohagad Fort is a popular history destination in Lonavala, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058622,2026-01-23T14:14:17.058623
mh_lon_006,Pawna Lake,Lonavala,Maharashtra,18.7561,73.3918,"[""adventure""]",[],"[""tourism"", ""travel""]",50,4.7,"Pawna Lake is a popular adventure destination in Lonavala, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058638,2026-01-23T14:14:17.058640
mh_lon_007,Rajmachi Fort,Lonavala,Maharashtra,18.7389,73.4122,"[""adventure""]",[],"[""tourism"", ""travel""]",200,4.3,"Rajmachi Fort is a popular adventure destination in Lonavala, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058655,2026-01-23T14:14:17.058656
mh_lon_008,Sunil's Wax Museum,Lonavala,Maharashtra,18.7397,73.3815,"[""cultural""]",[],"[""tourism"", ""travel""]",500,4.7,"Sunil's Wax Museum is a popular cultural destination in Lonavala, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058673,2026-01-23T14:14:17.058675
mh_lon_009,Ryewood Park,Lonavala,Maharashtra,18.7395,73.4064,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.5,"Ryewood Park is a popular nature destination in Lonavala, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058690,2026-01-23T14:14:17.058691
mh_nag_001,Deekshabhoomi,Nagpur,Maharashtra,21.1571,79.0967,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.6,"Deekshabhoomi is a popular religious destination in Nagpur, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058708,2026-01-23T14:14:17.058709
mh_nag_002,Ambazari Lake,Nagpur,Maharashtra,21.1571,79.0761,"[""nature""]",[],"[""tourism"", ""travel""]",200,4.9,"Ambazari Lake is a popular nature destination in Nagpur, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.058725,2026-01-23T14:14:17.058726
mh_nag_003,Futala Lake,Nagpur,Maharashtra,21.1433,79.0677,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.3,"Futala Lake is a popular nature destination in Nagpur, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058742,2026-01-23T14:14:17.058743
mh_nag_004,Zero Mile Stone,Nagpur,Maharashtra,21.1261,79.0779,"[""history""]",[],"[""tourism"", ""travel""]",0,4.2,"Zero Mile Stone is a popular history destination in Nagpur, Maharashtra.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058758,2026-01-23T14:14:17.058760
mh_nag_005,Sitabuldi Fort,Nagpur,Maharashtra,21.127,79.078,"[""history""]",[],"[""tourism"", ""travel""]",100,4.7,"Sitabuldi Fort is a popular history destination in Nagpur, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,10,True,[],[],2026-01-23T14:14:17.058775,2026-01-23T14:14:17.058776
mh_nag_006,Raman Science Centre,Nagpur,Maharashtra,21.1549,79.0763,"[""adventure""]",[],"[""tourism"", ""travel""]",0,4.8,"Raman Science Centre is a popular adventure destination in Nagpur, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.058795,2026-01-23T14:14:17.058796
mh_nag_007,Dragon Palace Temple,Nagpur,Maharashtra,21.1366,79.0965,"[""religious""]",[],"[""tourism"", ""travel""]",500,4.7,"Dragon Palace Temple is a popular religious destination in Nagpur, Maharashtra.",3,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058815,2026-01-23T14:14:17.058816
mh_nag_008,Maharajbagh Zoo,Nagpur,Maharashtra,21.1399,79.0931,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.3,"Maharajbagh Zoo is a popular nature destination in Nagpur, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.058831,2026-01-23T14:14:17.058833
mh_nag_009,Seminary Hill,Nagpur,Maharashtra,21.1281,79.0981,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.4,"Seminary Hill is a popular nature destination in Nagpur, Maharashtra.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058848,2026-01-23T14:14:17.058849
mh_nag_010,Telankhedi Garden,Nagpur,Maharashtra,21.1281,79.0865,"[""nature""]",[],"[""tourism"", ""travel""]",100,4.3,"Telankhedi Garden is a popular nature destination in Nagpur, Maharashtra.",1,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058864,2026-01-23T14:14:17.058866
dl_del_006,Akshardham Temple,Delhi,Delhi,28.6205,77.2059,"[""religious""]",[],"[""tourism"", ""travel""]",0,4.2,"Akshardham Temple is a popular religious destination in Delhi, Delhi.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.058966,2026-01-23T14:14:17.058967
dl_del_007,Jama Masjid,Delhi,Delhi,28.6023,77.2099,"[""religious""]",[],"[""tourism"", ""travel""]",100,4.6,"Jama Masjid is a popular religious destination in Delhi, Delhi.",2,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.058983,2026-01-23T14:14:17.058984
dl_del_009,Connaught Place,Delhi,Delhi,28.621,77.1862,"[""shopping""]",[],"[""tourism"", ""travel""]",100,4.6,"Connaught Place is a popular shopping destination in Delhi, Delhi.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.059015,2026-01-23T14:14:17.059017
dl_del_010,Rashtrapati Bhavan,Delhi,Delhi,28.6033,77.2157,"[""history""]",[],"[""tourism"", ""travel""]",0,4.2,"Rashtrapati Bhavan is a popular history destination in Delhi, Delhi.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.059032,2026-01-23T14:14:17.059033
dl_del_011,Lodhi Gardens,Delhi,Delhi,28.592,77.2156,"[""nature""]",[],"[""tourism"", ""travel""]",1000,4.2,"Lodhi Gardens is a popular nature destination in Delhi, Delhi.",2,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.059052,2026-01-23T14:14:17.059053
dl_del_012,Gurudwara Bangla Sahib,Delhi,Delhi,28.6203,77.2094,"[""religious""]",[],"[""tourism"", ""travel""]",500,4.6,"Gurudwara Bangla Sahib is a popular religious destination in Delhi, Delhi.",4,Oct-Mar,[],,,9 AM - 6 PM,50,True,[],[],2026-01-23T14:14:17.059069,2026-01-23T14:14:17.059070
dl_del_013,Jantar Mantar Delhi,Delhi,Delhi,28.6181,77.1838,"[""history""]",[],"[""tourism"", ""travel""]",50,4.7,"Jantar Mantar Delhi is a popular history destination in Delhi, Delhi.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.059085,2026-01-23T14:14:17.059087
dl_del_014,Sarojini Nagar Market,Delhi,Delhi,28.6219,77.1869,"[""shopping""]",[],"[""tourism"", ""travel""]",0,4.5,"Sarojini Nagar Market is a popular shopping destination in Delhi, Delhi.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.059102,2026-01-23T14:14:17.059103
dl_del_015,Dilli Haat,Delhi,Delhi,28.5935,77.1955,"[""cultural""]",[],"[""tourism"", ""travel""]",200,4.5,"Dilli Haat is a popular cultural destination in Delhi, Delhi.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.059119,2026-01-23T14:14:17.059120
dl_del_016,National Museum,Delhi,Delhi,28.5944,77.2057,"[""history""]",[],"[""tourism"", ""travel""]",200,4.8,"National Museum is a popular history destination in Delhi, Delhi.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.059136,2026-01-23T14:14:17.059137
up_agr_004,Mehtab Bagh,Agra,Uttar Pradesh,27.1634,78.0056,"[""nature""]",[],"[""tourism"", ""travel""]",500,4.6,"Mehtab Bagh is a popular nature destination in Agra, Uttar Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.059206,2026-01-23T14:14:17.059207
up_agr_005,Itmad-ud-Daulah,Agra,Uttar Pradesh,27.1798,77.9908,"[""history""]",[],"[""tourism"", ""travel""]",100,4.6,"Itmad-ud-Daulah is a popular history destination in Agra, Uttar Pradesh.",2,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.059222,2026-01-23T14:14:17.059224
up_agr_006,Akbar's Tomb,Agra,Uttar Pradesh,27.1773,77.9877,"[""history""]",[],"[""tourism"", ""travel""]",200,4.5,"Akbar's Tomb is a popular history destination in Agra, Uttar Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.059242,2026-01-23T14:14:17.059243
up_agr_007,Jama Masjid Agra,Agra,Uttar Pradesh,27.1842,77.982,"[""religious""]",[],"[""tourism"", ""travel""]",100,4.9,"Jama Masjid Agra is a popular religious destination in Agra, Uttar Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.059259,2026-01-23T14:14:17.059260
up_agr_008,Sadar Bazaar,Agra,Uttar Pradesh,27.1631,77.9909,"[""shopping""]",[],"[""tourism"", ""travel""]",500,4.6,"Sadar Bazaar is a popular shopping destination in Agra, Uttar Pradesh.",1,Oct-Mar,[],,,9 AM - 6 PM,100,True,[],[],2026-01-23T14:14:17.059276,2026-01-23T14:14:17.059277
up_agr_009,Kinari Bazaar,Agra,Uttar Pradesh,27.1582,77.9841,"[""shopping""]",[],"[""tourism"", ""travel""]",0,4.3,"Kinari Bazaar is a popular shopping destination in Agra, Uttar Pradesh.",3,Oct-Mar,[],,,9 AM - 6 PM,20,True,[],[],2026-01-23T14:14:17.059292,2026-01-23T14:14:17.059294
up_var_001,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,25.3081,82.9503,"[""religious""]",[],"[""tourism"", ""travel""]",1000,4.4,"Kashi Vishwanath Temple is a popular religious destination in Varanasi, Uttar Pradesh.",4,Oct-Mar,[],,,9 AM - 6 PM,0,True,[],[],2026-01-23T14:14:17.059310,2026-01-23T14:14:17.059311
